,Unnamed: 0,title,quantity,price
789,789,Filetes lomo al ajillo,Bandeja ,"3,63 €"
790,790,Chuletas de pavo al ajillo,Bandeja ,"3,48 €"
791,791,Filetes de vacuno al ajillo,Bandeja ,"4,93 €"
792,792,Tacos de pavo al ajillo,Bandeja ,"2,88 €"
793,793,Tacos de pota al ajillo Hacendado,3 latas x 54 g,"2,30 €"
794,794,La gula del norte salteada al ajillo Ubago,Lata ,"1,00 €"
795,795,Ajos morados,Malla ,"1,30 €"
796,796,Ajos morados,Malla ,"1,95 €"
797,797,Ajo granulado Hacendado,Bote ,"0,67 €"
798,798,Ajo troceado Hacendado ultracongelado,Paquete ,"1,10 €"
799,799,Ajo tierno Hacendado ultracongelado,Paquete ,"1,75 €"
800,800,Ajos aliñados Hacendado,Tarro ,"1,50 €"
801,801,Ajo negro dientes pelados,Tarrina ,"3,99 €"
802,802,Cápsulas ajo negro Systal,Caja ,"4,80 €"
803,803,Panecillo de ajo,1 ud. (26 g),"0,22 €"
804,804,Picada de ajo y Perejil,Bandeja ,"1,39 €"
805,805,Sal de ajo Hacendado,Bote ,"1,00 €"
806,806,Pan rallado con ajo y perejil Hacendado,Paquete ,"0,80 €"
807,807,Picatostes fritos con ajo Hacendado,Paquete ,"0,75 €"
808,808,Pan tostado con ajo y perejil Hacendado,Paquete ,"0,90 €"
810,810,"Mousse de queso, ajo y finas hierbas Hacendado",Tarrina ,"0,95 €"
811,811,Burger de vacuno y cerdo con ajo y perejil,Bandeja ,"2,00 €"
812,812,Sazonador al horno y microondas pollo al ajo y limón Hacendado,Caja ,"0,95 €"
813,813,Cebollas,Malla ,"1,30 €"
814,814,Cebollas tiernas,Manojo ,"1,25 €"
815,815,Cebollas nuevas,Malla ,"1,70 €"
816,816,Cebollas dulces,Malla ,"1,99 €"
817,817,Cebolla morada,Malla ,"1,49 €"
818,818,Yuca,Pieza ,"1,42 €"
819,819,Chalotas,Malla ,"1,25 €"
820,820,Allioli Chovi,Tarrina ,"0,99 €"
821,821,Allioli Hacendado,Tarrina ,"0,78 €"
822,822,Allioli en sobres individuales Hacendado,8 sobres x 20 ml,"1,20 €"
823,823,Allioli Hacendado,Tarro ,"0,90 €"
824,824,Allioli Chovi,Sobre ,"0,44 €"
825,825,Patatas con allioli Hacendado,Tarrina ,"1,00 €"
826,826,Patatas bravas con allioli y salsa picante Hacendado,Bandeja ,"1,90 €"
827,827,Alas de pollo partidas,Bandeja ,"3,18 €"
828,828,Alas de pollo rural partidas,Bandeja ,"3,78 €"
830,830,Alas de pollo,Bandeja ,"3,67 €"
831,831,Alas de pollo congeladas,Paquete ,"2,55 €"
832,832,Compresa con alas normal Evax cotton like,Paquete ,"3,95 €"
833,833,Compresa con alas noche Deliplus Suave,Paquete ,"1,30 €"
834,834,Compresa con alas noche Ausonia,Paquete ,"2,95 €"
835,835,Compresa sin alas de incontinencia Deliplus maxi,Paquete ,"3,65 €"
836,836,Compresa con alas super Evax cotton like,Paquete ,"3,50 €"
837,837,Compresa con alas normal Deliplus Suave,Paquete ,"2,30 €"
838,838,Compresa sin alas normal Evax fina y segura,Paquete ,"1,95 €"
839,839,Compresa sin alas de incontinencia Deliplus extra,Paquete ,"3,95 €"
840,840,Compresa con alas super Deliplus Suave,Paquete ,"2,30 €"
841,841,Compresa sin alas normal Deliplus Classic,Paquete ,"1,15 €"
842,842,Compresa con alas noche plegada Deliplus Classic,Paquete ,"1,10 €"
843,843,Compresa con alas normal Ausonia,Paquete ,"2,95 €"
844,844,Compresa sin alas de incontinencia Deliplus normal,Paquete ,"3,95 €"
845,845,Compresa con alas super Ausonia,Paquete ,"2,95 €"
846,846,Compresa con alas super Deliplus Dry,Paquete ,"2,30 €"
847,847,Compresa sin alas extraplana noche Deliplus,Paquete ,"1,45 €"
848,848,Compresa sin alas normal Deliplus Suave,Paquete ,"2,30 €"
849,849,Compresa con alas normal Evax fina y segura,Paquete ,"1,95 €"
850,850,Compresa con alas super Deliplus Cotton,Paquete ,"2,95 €"
851,851,Compresa con alas normal Deliplus Cotton,Paquete ,"2,95 €"
852,852,Compresa sin alas super Deliplus Suave,Paquete ,"2,30 €"
853,853,Compresa con alas normal Deliplus Dry,Paquete ,"2,30 €"
854,854,Compresa con alas normal Evax cotton like,Paquete ,"2,29 €"
855,855,Compresa sin alas maxi super Evax,Paquete ,"1,95 €"
856,856,Compresa sin alas de incontinencia Deliplus mini,Paquete ,"3,95 €"
857,857,Compresa sin alas extraplana Deliplus,Paquete ,"1,45 €"
858,858,Compresa con alas normal Deliplus Suave,Paquete ,"1,00 €"
859,859,Compresa sin alas normal plegada Deliplus Classic,Paquete ,"1,15 €"
860,860,Compresa sin alas super Deliplus Dry,Paquete ,"2,30 €"
861,861,Compresa con alas normal Deliplus Dry,Paquete ,"1,00 €"
862,862,Compresa sin alas super plegada Deliplus Classic,Paquete ,"1,25 €"
863,863,Compresa con alas tanga Deliplus Suave,Paquete ,"1,60 €"
864,864,Compresa sin alas normal Deliplus Dry,Paquete ,"2,30 €"
865,865,Algodón mágico Aladdin,Bote ,"2,38 €"
869,869,Albóndigas de cerdo,Bandeja ,"4,84 €"
870,870,Albaricoque,800 g aprox.,"2,60 €"
871,871,Albahaca Hacendado,Bote ,"0,65 €"
872,872,Albóndigas en salsa La Nora,Bote ,"1,04 €"
873,873,Albóndigas de bacalao Camós congeladas,Paquete ,"1,50 €"
874,874,Albóndigas de carne Tenedor Plata ultracongeladas,Paquete ,"1,60 €"
875,875,Albóndigas guisadas Hacendado,Bandeja ,"2,80 €"
876,876,Albóndigas de pollo La Nora,Bote ,"1,05 €"
877,877,Orejones albaricoque Hacendado,Paquete ,"1,99 €"
878,878,Vino blanco albariño D.O Rías Baixas Pazo de Orantes,Botella ,"3,55 €"
879,879,Mermelada de albaricoque Hacendado,Tarro ,"1,05 €"
880,880,Mermelada de albaricoque Hacendado light,Tarro ,"1,35 €"
881,881,Confitura de albaricoque Hacendado,Tarro ,"1,09 €"
882,882,"Salsa de tomate, albahaca y orégano Hacendado",Tarro ,"1,00 €"
883,883,Gran tortelloni fresco albahaca Hacendado,Bandeja ,"1,59 €"
884,884,"Pera, melocotón,uva, albaricoque, y piña en zumo de uva Hacendado",Bote ,"2,50 €"
885,885,Fruta + leche melocotón y albaricoque Hacendado,3 mini bricks x 330 ml,"0,85 €"
886,886,Vino tinto D.O Valdepeñas Viña Albali crianza,Botella ,"2,65 €"
887,887,Vino tinto D.O Valdepeñas Viña Albali reserva,Botella ,"3,15 €"
888,888,Barritas de cereales muesli Hacendado con albaricoque,Caja ,"0,98 €"
889,889,Bonito del norte en aceite de oliva Albo,Lata ,"2,98 €"
890,890,Alcachofa,Pieza ,"0,30 €"
891,891,Alcohol 96º Deliplus,Botella ,"0,85 €"
892,892,Alcachofa troceada Hacendado ultracongelada,Paquete ,"1,95 €"
893,893,Alcachofa baby Hacendado ultracongelada,Paquete ,"2,65 €"
894,894,Alcohol de limpieza perfumado Bosque Verde,Botella ,"1,95 €"
895,895,Alcaparras Hacendado en vinagre,Tarro ,"0,95 €"
896,896,Alcachofa corazones Hacendado ultracongelada,Paquete ,"2,70 €"
897,897,Alcaparrones Hacendado en vinagre,Tarro ,"1,70 €"
898,898,70% Alcohol limpieza hogar Bosque Verde,Spray ,"1,80 €"
899,899,Cápsulas alcachofa Deliplus,Caja ,"4,50 €"
900,900,Corazones de alcachofa Hacendado,Bandeja ,"2,30 €"
901,901,Pila super alcalina AA-LR6 Premio,Paquete ,"2,85 €"
902,902,Corazones de alcachofa Cidacos,Tarro ,"1,80 €"
903,903,Cerveza sin alcohol Steinburg,12 latas x 330 ml,"3,24 €"
904,904,Corazones de alcachofas Cidacos,Bote ,"1,49 €"
905,905,Pila super alcalina AAA LR03 Premio,Paquete ,"1,70 €"
906,906,Pila super alcalina AAA-LR03 Premio,Paquete ,"2,85 €"
907,907,Pila super alcalina AA-LR6 Premio,Paquete ,"1,70 €"
908,908,Corazones de alcachofa Cidacos,Tarro ,"2,20 €"
909,909,Cerveza sin alcohol Steinburg,6 botellines x 250 ml,"1,60 €"
910,910,Cerveza sin alcohol Steinburg,Lata ,"0,27 €"
911,911,Pila super alcalina 9V-6LR61 Premio,Paquete ,"1,50 €"
912,912,Cerveza sin alcohol Steinburg,Botella ,"0,85 €"
913,913,Pila super alcalina C-LR14 Premio,Paquete ,"1,90 €"
914,914,Pila super alcalina D-LR20 Premio,Paquete ,"1,90 €"
915,915,Sidra sin alcohol El Lagar,Botella ,"1,20 €"
916,916,Pila micro alcalina LRV08 Panasonic,Paquete ,"1,90 €"
917,917,Licor sin alcohol manzana verde Pi.omka,Botella ,"1,70 €"
918,918,Licor sin alcohol mora Pi.omka,Botella ,"1,70 €"
919,919,Bitter Kas sin alcohol,Lata ,"0,91 €"
920,920,Bitter Kas sin alcohol,6 botellines x 200 ml,"4,10 €"
921,921,Cocktail mojito sin alcohol Pi.omka,Botella ,"2,84 €"
922,922,"Vino espumoso sin alcohol 0,0% Viña secret",Botella ,"3,30 €"
923,923,"Cerveza 0,0% sin alcohol Free Damm",6 latas x 330 ml,"3,30 €"
924,924,"Cerveza 0,0% sin alcohol Free Damm",6 botellines x 250 ml,"2,75 €"
925,925,"Cerveza 0,0% sin alcohol San Miguel",8 latas x 330 ml,"3,44 €"
926,926,"Cerveza 0,0% sin alcohol Falke",12 latas x 330 ml,"3,96 €"
927,927,"Cerveza 0,0% sin alcohol Falke",6 botellines x 250 ml,"1,70 €"
928,928,"Cerveza 0,0% sin alcohol Falke",Lata ,"0,33 €"
929,929,"Cerveza 0,0% sin alcohol San Miguel",Lata ,"0,56 €"
930,930,"Cerveza 0,0% sin alcohol Free Damm",Lata ,"0,55 €"
931,931,Bebida refrescante aromatizada sin alcohol light Yemavin,Botella ,"0,88 €"
932,932,Pila de botón micro alcalina LR44 Panasonic,Paquete ,"2,60 €"
933,933,Cocktail piña colada sin alcohol Pi.omka,Botella ,"2,84 €"
934,934,Concentrado de granadina sin alcohol Dama De Baza,Botella ,"2,98 €"
935,935,Concentrado de lima sin alcohol Dama De Baza,Botella ,"2,85 €"
936,936,Enjuague bucal fresh Deliplus 0% alcohol,Botella ,"1,35 €"
938,938,"Cerveza de trigo 0,0% sin alcohol Holland Bavaria",Botellín ,"0,95 €"
939,939,"Cerveza Radler Steinburg 0,0% sin alcohol",6 latas x 330 ml,"2,40 €"
940,940,"Tinto de verano 0,0% sin alcohol limón Don Simón",Botella ,"1,00 €"
941,941,"Cerveza Radler Steinburg 0,0% sin alcohol",Lata ,"0,40 €"
942,942,Enjuague bucal dientes sensibles Deliplus sin alcohol,Botella ,"1,95 €"
943,943,"Cerveza sin gluten Steinburg 0,0% sin alcohol",Lata ,"0,35 €"
944,944,"Cerveza sin gluten Steinburg 0,0% sin alcohol",6 latas x 330 ml,"2,10 €"
947,947,Enjuague bucal infantil previene las caries Deliplus sin alcohol,Botella ,"1,49 €"
948,948,Bebida zumo de frutas con gas Magic sin alcohol,Botella ,"1,65 €"
949,949,Ginger ale Schweppes,Lata ,"0,68 €"
950,950,Ginger ale Schweppes,8 latas x 330 ml,"5,44 €"
951,951,Salmón sin aletas y sin escamas,Pieza ,"26,85 €"
952,952,Rape sin aletas y sin dientes,Pieza ,"19,90 €"
953,953,Trucha sin aletas,Pieza ,"3,25 €"
956,956,Lomos de atún aleta amarilla Escuris ultracongelados,Paquete ,"2,68 €"
957,957,Mantel de papel color aleatorio Papermon,1 ud.,"2,50 €"
958,958,Salmón media pieza sin aletas y sin escamas,1/2 Pieza ,"14,32 €"
963,963,Algodón 100% zig-zag Deliplus,Paquete ,"1,20 €"
965,965,Fregona algodón Bosque Verde,Paquete ,"0,90 €"
966,966,Bastoncillos de algodón 100% Deliplus,Bote ,"0,60 €"
967,967,Snack de alga con arroz Hacendado,Paquete ,"1,50 €"
968,968,Ensalada de alga wakame con salmón,Bandeja ,"4,50 €"
969,969,Hojaldre de alga kale y espinacas,Pieza ,"1,00 €"
970,970,Gasas esterilizadas de algodón 100% Deliplus,Caja ,"1,20 €"
971,971,Mascarilla facial peeling de alga negra Montagne Jeunesse,2 ud. x 8 ml,"1,50 €"
972,972,Eau de toilette mujer Don Algodon,Frasco ,"12,00 €"
973,973,Eau de toilette hombre Don Algodon,Frasco ,"13,15 €"
975,975,Cerveza reserva 1925 Alhambra,6 botellines x 330 ml,"6,58 €"
976,976,Gamba pelada cruda tamaño mediano Hacendado ultracongelada,Paquete ,"4,50 €"
977,977,Gamba pelada cruda tamaño grande Hacendado ultracongelada,Paquete ,"5,95 €"
981,981,Gambón grande congelado,Granel ,"1,34 €"
983,983,Gambón congelado,Caja ,"17,90 €"
985,985,Alitas de pollo asadas Hacendado,Bote ,"3,33 €"
987,987,Gamba blanca cocida Hacendado ultracongelada,Bandeja ,"5,30 €"
988,988,Alimento completo para periquitos Granzoo,Paquete ,"1,25 €"
989,989,Alimento completo conejos enanos Granzoo,Paquete ,"1,26 €"
990,990,Alimento completo para canarios y jilgueros Granzoo,Paquete ,"1,25 €"
991,991,Alimento completo hamsters Granzoo,Paquete ,"1,05 €"
993,993,Alicate uñas Filarmonica,Paquete ,"4,90 €"
994,994,Alimento completo para loros y cotorras Granzoo,Paquete ,"1,90 €"
995,995,Alistado pequeño Hacendado congelado,Caja ,"10,95 €"
996,996,Alistado pequeño congelado,Granel ,"1,64 €"
997,997,Alistado mediano Dimarosa congelado,Caja ,"23,95 €"
998,998,Alistado mediano congelado,Granel ,"3,59 €"
999,999,Gamba arrocera Hacendado congelada,Caja ,"11,95 €"
1000,1000,Gamba arrocera congelada,Granel ,"1,79 €"
1001,1001,Colorante alimentario Hacendado,Bote ,"0,59 €"
1003,1003,Pepinillos aliñados temperados Hacendado,Tarro ,"1,20 €"
1005,1005,Colorante alimentario 4 colores en gel Hacendado,Caja ,"2,25 €"
1006,1006,Colorante alimentario Hacendado,Caja ,"1,00 €"
1007,1007,Snack de gamba Hacendado,Paquete ,"0,95 €"
1008,1008,Colas de gambón peladas Hacendado ultracongeladas,Bandeja ,"5,50 €"
1009,1009,Roll-on alivio picaduras Deliplus,Caja ,"3,50 €"
1012,1012,Vino rosado Alicia en el país de las uvas suave y goloso,Botella ,"1,70 €"
1013,1013,Recipiente de alimentos bebé Deliplus,1 ud.,"3,55 €"
1014,1014,Bebida de avena Alitey,6 bricks x 1 L,"6,90 €"
1015,1015,Bebida de avena Alitey,Brick ,"1,15 €"
1016,1016,Bebida de arroz Alitey,Brick ,"1,13 €"
1018,1018,Bebida de arroz Alitey,6 bricks x 1 L,"6,78 €"
1019,1019,Pasta oriental sabor gamba camarao Maggi,Paquete ,"0,69 €"
1020,1020,Molde de aluminio Alibérico,Paquete ,"1,35 €"
1021,1021,Trampa antipolillas de los alimentos Bosque Verde,Caja ,"2,35 €"
1022,1022,Berenjenas de Almagro Antonio aliño suave,Bote ,"1,89 €"
1024,1024,Molde de aluminio redondo 1L Alibérico,Paquete ,"1,45 €"
1026,1026,"Molde de aluminio cuadrado 2,7L Alibérico",Paquete ,"1,80 €"
1027,1027,"Molde de aluminio rectangular 1,5L Alibérico",Paquete ,"2,50 €"
1028,1028,"Molde de aluminio rectangular 0,5L Alibérico",Paquete ,"1,35 €"
1029,1029,Tratamiento para uñas base 9 en 1 Deliplus vitaminada y alisadora,1 ud.,"2,95 €"
1033,1033,Gelatina gato Felix selección de pescados,Paquete ,"1,49 €"
1037,1037,Paté gato júnior Delikuit con pollo y pavo,Tarrina ,"0,35 €"
1040,1040,Gelatina gato Felix selección de sabores,Paquete ,"1,49 €"
1041,1041,"Paté perro junior Delikuit con pollo, pavo y verduras",Tarrina ,"0,65 €"
1048,1048,Comida gato esterilizado light Supreme Compy con pollo y cereales,Paquete ,"4,80 €"
1050,1050,Comida gato esterilizado light Compy con aves y cereales,Paquete ,"3,50 €"
1056,1056,Bocaditos en gelatina gato júnior Delikuit con pollo y pavo,Paquete ,"1,30 €"
1059,1059,Paté perro júnior Delikuit con ternera y leche,Tarrina ,"0,55 €"
1070,1070,Croquetas gato crujientes Brekkies delicias,Paquete ,"2,10 €"
1073,1073,Comida gatos júnior Compy con arroz y leche,Paquete ,"3,38 €"
1075,1075,"Comida perro sénior light Supreme Compy con pollo, cebada y arroz",Paquete ,"4,15 €"
1076,1076,Comida gato bolas de pelo Supreme Compy con pollo y arroz,Paquete ,"4,80 €"
1082,1082,"Comida perro sénior light Supreme Compy con pollo, cebada y arroz",Paquete ,"7,45 €"
1090,1090,"Comida perro sénior light Compy con pollo, arroz y cebada",Paquete ,"5,00 €"
1092,1092,Comida gato tracto urinário Supreme Compy con pollo y arroz,Paquete ,"4,80 €"
1095,1095,Comida gato júnior Supreme Compy con pollo y arroz,Paquete ,"3,20 €"
1096,1096,Detergente ropa All in 1 Ariel en cápsulas,Caja ,"4,85 €"
1097,1097,Cereales choco All-Bran Kellogg's,Caja ,"2,59 €"
1103,1103,Salsa pesto alla genovese Hacendado,Tarro ,"1,50 €"
1106,1106,Almendra natural Hacendado,Paquete ,"2,50 €"
1107,1107,Almendra frita Hacendado,Paquete ,"2,95 €"
1108,1108,Almendra tostada 0% sal añadida Hacendado,Paquete ,"3,10 €"
1109,1109,Almendra tostada con sal Hacendado,Paquete ,"2,80 €"
1110,1110,Almendra sin piel Hacendado,Paquete ,"2,20 €"
1111,1111,Almendra molida Hacendado,Paquete ,"2,10 €"
1112,1112,Almejones al natural Cono sur,Lata ,"1,00 €"
1113,1113,Almejas blancas del norte Hacendado al natural,Lata ,"1,50 €"
1114,1114,Almendras Hacendado chocolate negro,Paquete ,"1,80 €"
1115,1115,Almeja del pacífico Hacendado congelada,Paquete ,"1,80 €"
1116,1116,Almeja japonesa,Malla ,"7,20 €"
1117,1117,Almeja entera Mascato,Paquete ,"2,35 €"
1118,1118,Almendra frita marcona Hacendado,Paquete ,"3,65 €"
1119,1119,Almeja del Pacífico Hacendado congelada,Paquete ,"2,95 €"
1120,1120,Almejas rosadas machas Hacendado al natural,Lata ,"2,15 €"
1121,1121,Almendra laminada Hacendado,Paquete ,"2,10 €"
1122,1122,Almendra crocanti Hacendado,Paquete ,"1,49 €"
1123,1123,Almendra cubitos Hacendado,Paquete ,"2,00 €"
1124,1124,Almejas blancas Cono sur en salsa gallega,Lata ,"1,70 €"
1125,1125,Almidón de nylon Bosque Verde,Botella ,"3,90 €"
1126,1126,Helado almendrado Hacendado,Caja ,"2,10 €"
1127,1127,Barrita almendras y chocolate Enervit Sport,Caja ,"2,20 €"
1128,1128,Mojito Almirante,Botella ,"5,15 €"
1129,1129,Melocotón en almíbar Hacendado,Bote ,"1,39 €"
1130,1130,Bebida de almendras zero Soymilk,Brick ,"1,40 €"
1131,1131,Melocotón en almíbar Hacendado,3 latas x 115 g,"1,69 €"
1132,1132,Bebida de almendras zero Soymilk,6 bricks x 1 L,"8,40 €"
1133,1133,Bebida de almendras Almendrola,Brick ,"1,84 €"
1134,1134,Pasta de almendra Hacendado,60 g aprox.,"0,22 €"
1135,1135,Bebida de almendras Soymilk,Brick ,"1,49 €"
1136,1136,Pera en almíbar ligero Hacendado,Bote ,"1,50 €"
1137,1137,Pollo con almendras Hacendado y arroz tres delicias,Bandeja ,"2,75 €"
1139,1139,Mandarina en almíbar ligero Hacendado,Bote ,"1,20 €"
1140,1140,Carne de almeja Hacendado ultracongelada,Paquete ,"2,49 €"
1141,1141,Bebida de almendras Almendrola,6 bricks x 1 L,"11,04 €"
1142,1142,Bebida de almendras Soymilk,6 bricks x 1 L,"8,94 €"
1143,1143,Cerezas en almíbar denso Hacendado,Tarro ,"1,00 €"
1144,1144,Ron añejo Almirante,Botella ,"7,40 €"
1145,1145,Crema de almendras Nectina,Tarro ,"2,95 €"
1146,1146,Ron viejo Almirante,Botella ,"7,30 €"
1147,1147,Crema de almendras con fructosa Nectina,Tarro ,"3,75 €"
1148,1148,Helado mini bombón almendrado Hacendado,Caja ,"2,00 €"
1149,1149,Chocolate negro Hacendado almendras enteras,Tableta ,"1,29 €"
1150,1150,Rosegones pasta de almendras Hacendado,Paquete ,"1,30 €"
1152,1152,Loción corporal de almendras Deliplus,Bote ,"2,80 €"
1153,1153,Ron blanco superior Almirante,Botella ,"5,80 €"
1154,1154,Chocolate negro Valor puro almendras enteras,Tableta ,"3,00 €"
1155,1155,Chocolate extrafino negro Hacendado almendras enteras,Tableta ,"1,80 €"
1156,1156,Chocolate con leche Valor almendras enteras,Tableta ,"3,00 €"
1157,1157,Chocolate con leche Hacendado almendras troceadas,Tableta ,"0,75 €"
1158,1158,Chocolate negro Valor puro almendras enteras,Tableta ,"2,55 €"
1159,1159,Macedonia de frutas en almíbar Hacendado,Bote ,"1,40 €"
1160,1160,Chocolate con leche Swiss almendra troceada y miel,Tableta ,"1,10 €"
1161,1161,Chocolate con leche Valor almendras enteras,Tableta ,"2,55 €"
1162,1162,Rosquillas de chocolate y almendra Hacendado,Caja ,"1,49 €"
1163,1163,Vino tinto Porto Tawny Almeida Dias,Botella ,"5,10 €"
1164,1164,Chocolate extrafino con leche Hacendado almendras enteras,Tableta ,"1,35 €"
1165,1165,Rulito de queso piña y almendra Liptana,Bandeja ,"1,20 €"
1166,1166,Elixir a base de ron Almirante,Botella ,"6,95 €"
1167,1167,"Surtido bombones Senzza de chocolate con avellana, fondant, praliné y almendra",Paquete ,"3,75 €"
1168,1168,Berberechos al natural M Hacendado,Lata ,"2,90 €"
1169,1169,Berberechos al natural S Hacendado,Lata ,"1,78 €"
1170,1170,Berberechos al natural XS Hacendado,Lata ,"1,90 €"
1171,1171,Berberechos al natural L Hacendado,Lata ,"4,65 €"
1172,1172,Navajas al natural Du nord,Lata ,"1,69 €"
1173,1173,Zamburiñas en salsa de vieira Hacendado,Lata ,"1,63 €"
1174,1174,Concha fina al natural Marinara,Lata ,"1,50 €"
1175,1175,Berberechos al natural gigantes Hacendado,Lata ,"7,95 €"
1176,1176,Lavavajillas aloe Bosque Verde concentrado,Botella ,"1,55 €"
1177,1177,Lavavajillas aloe vera y pepino Fairy líquido,Botella ,"1,85 €"
1178,1178,Limpiahogar aloe vera Bosque Verde concentrado,Botella ,"1,98 €"
1180,1180,Desodorante aloe vera Rexona,Spray ,"2,49 €"
1181,1181,Bebida aloe vera zero Hacendado,Botella ,"1,20 €"
1183,1183,Friegasuelos aloe vera Bosque Verde monodosis,Paquete ,"2,25 €"
1184,1184,Loción corporal aloe vera Deliplus,Bote ,"1,10 €"
1185,1185,Desodorante cuidado aloe Deliplus,Spray ,"1,40 €"
1186,1186,Dentífrico herbal aloe vera Deliplus con flúor,Tubo ,"0,95 €"
1188,1188,Gel corporal aloe vera,Bote ,"3,75 €"
1189,1189,Gel corporal aloe vera puro Atlantia,Bote ,"5,95 €"
1190,1190,Desodorante cuidado aloe Deliplus,Spray ,"1,20 €"
1191,1191,Crema de manos aloe vera Deliplus,Bote ,"1,00 €"
1192,1192,Champú perro con aloe vera Krislin,Botella ,"1,95 €"
1193,1193,Toallitas desodorantes con aloe vera Deliplus,Paquete ,"1,00 €"
1195,1195,Desodorante roll-on cuidado aloe Deliplus,50 ml,"0,75 €"
1196,1196,Gel de baño dermo aloe vera Deliplus piel normal y cabello,Botella ,"1,35 €"
1198,1198,Contorno de ojos con aloe vera Deliplus todo tipo de pieles,Tubo ,"3,95 €"
1201,1201,Crema facial hydraplus Atlantia con puro aloe de Canarias,Tarro ,"4,50 €"
1206,1206,Postre de soja Alpro natural con coco,Bote ,"1,99 €"
1207,1207,Postre de soja sabor vainilla Alpro,4 ud. x 125 g,"1,99 €"
1208,1208,Postre de soja sabor mango Alpro sin azúcares añadidos,Bote ,"1,99 €"
1209,1209,Altramuces Hacendado,Tarro ,"1,10 €"
1210,1210,Altramuces Dorisol,3 paquetes x 95 g,"1,00 €"
1211,1211,Bálsamo alta nutrición potion todo tipo de cabello Deliplus fijación 1,Bote ,"3,95 €"
1212,1212,Leche desnatada alta en proteínas Hacendado,Brick ,"1,25 €"
1213,1213,Leche desnatada alta en proteínas Hacendado,6 bricks x 1 L,"7,50 €"
1214,1214,Laca de uñas alto brillo Deliplus 54 frambuesa tropical,1 ud.,"2,50 €"
1215,1215,Laca de uñas alto brillo Deliplus 31 negro místico,1 ud.,"2,50 €"
1216,1216,Laca de uñas alto brillo Deliplus 39 dulce fresa,1 ud.,"2,50 €"
1217,1217,Laca de uñas alto brillo Deliplus 24 magenta real,1 ud.,"2,50 €"
1218,1218,Laca de uñas alto brillo Deliplus 50 lavanda floral,1 ud.,"2,50 €"
1219,1219,Laca de uñas alto brillo Deliplus 20 rosa magnético,1 ud.,"2,50 €"
1220,1220,Laca de uñas alto brillo Deliplus 27 noche borgoña,1 ud.,"2,50 €"
1221,1221,Laca de uñas alto brillo Deliplus 40 mora natural,1 ud.,"2,50 €"
1222,1222,Laca de uñas alto brillo Deliplus 18 suave peonia,1 ud.,"2,50 €"
1223,1223,Laca de uñas alto brillo Deliplus 15 perla rosada,1 ud.,"2,50 €"
1224,1224,Laca de uñas alto brillo Deliplus 36 atardecer rosa,1 ud.,"2,50 €"
1225,1225,Laca de uñas alto brillo Deliplus 22 granate sublime,1 ud.,"2,50 €"
1226,1226,Laca de uñas alto brillo Deliplus 52 rojo lava,1 ud.,"2,50 €"
1227,1227,Laca de uñas alto brillo Deliplus 14 perla blanca,1 ud.,"2,50 €"
1228,1228,Bolsa de basura cubo alto Bosque Verde 30L cubo mediano,Paquete ,"1,85 €"
1229,1229,"Recipiente de plástico cuadrado alto 1,3L Bosque Verde",Paquete ,"1,89 €"
1230,1230,Vino tinto Masía de Altigón,Garrafa ,"4,75 €"
1231,1231,Alubia cocida blanca Hacendado,Tarro ,"0,59 €"
1232,1232,Alubia cocida blanca Hacendado,Tarro ,"0,50 €"
1233,1233,Alubia cocida roja Hacendado,Tarro ,"0,69 €"
1234,1234,Alubia cocida pinta Hacendado,Tarro ,"0,79 €"
1235,1235,Alubia roja Hacendado,Paquete ,"1,30 €"
1236,1236,Alubia blanca Hacendado,Paquete ,"1,69 €"
1237,1237,Alubia negra Hacendado,Paquete ,"1,10 €"
1238,1238,Alubia cocida con verduras Hacendado,Tarro ,"1,03 €"
1239,1239,Alubia pinta Hacendado,Paquete ,"1,90 €"
1240,1240,Alubias con tomate Heinz,Bote ,"0,88 €"
1241,1241,Alubia cocida Ganxet Hacendado,Tarro ,"1,90 €"
1242,1242,Alubia cocida granja Hacendado,Tarro ,"1,15 €"
1243,1243,Alubias a la jardinera Hacendado,Bote ,"0,79 €"
1244,1244,Alubias a la riojana Hacendado,Bote ,"0,85 €"
1245,1245,Alubia granja Hacendado,Paquete ,"2,27 €"
1246,1246,Papel de aluminio Bosque Verde,Caja ,"1,55 €"
1247,1247,Papel de aluminio Bosque Verde,Caja ,"2,90 €"
1253,1253,Desodorante roll-on mineral de alumbre Deonat,60 g,"2,40 €"
1256,1256,Jamón de Trevélez Antonio Álvarez lonchas extra finas,Paquete ,"2,90 €"
1257,1257,Kiwis amarillos,500 g aprox.,"2,90 €"
1258,1258,Melocotón amarillo,Pieza ,"0,62 €"
1259,1259,Pincho amarillo de cerdo con perejil,Bandeja ,"3,50 €"
1260,1260,Licor dulce Amaretto Del Patriarca,Botella ,"4,75 €"
1261,1261,"Pimientos tricolor rojo, amarillo y verde",600 g,"1,79 €"
1262,1262,Mermelada de naranja amarga Hacendado,Tarro ,"0,93 €"
1263,1263,Cerveza IPA aromática & amarga Especialidades 1897,4 botellines x 330 ml,"4,80 €"
1264,1264,Cerveza IPA aromática & amarga Especialidades 1897,Botellín ,"1,20 €"
1266,1266,Triángulos de trigo sarraceno con quinoa y amaranto Hacendado,Paquete ,"1,00 €"
1267,1267,Difusor insecticida antimosquitos eléctrico,Caja ,"3,90 €"
